"","week_nr","cust","choice","hyperfinalprice","hyperregprice","hyperdiscount","hyperfinalpricegain","hyperfinalpriceloss","hyperregpricegain","hyperregpriceloss","hyperdiscountgain","hyperdiscountloss","superfinalprice","superregprice","superdiscount","superfinalpricegain","superfinalpriceloss","superregpricegain","superregpriceloss","superdiscountgain","superdiscountloss","convefinalprice","converegprice","convediscount","convefinalpricegain","convefinalpriceloss","converegpricegain","converegpriceloss","convediscountgain","convediscountloss","idx.1","idx.2","chid","brand_alt","brand_focal","loyal_Focal","loyal_Nonfocal","sup_share","hyper_share","conve_share","Nonfocal_intercept","Focal_intercept","loyal_nonfocal"
"11",  1,"129",0,10.832386,20.517590, 9.6852042,0.000000e+00,1.501272e+01,0.000000e+00,1.501272e+01, 1.073316118, 0.000000000, 3.786934,17.843846,14.056912,0.000000e+00,1.501272e+01,0.000000e+00,1.501272e+01, 1.073316118, 0.000000000,13.576153,25.862355,12.2862012,0.000000e+00,1.501272e+01,0.000000e+00,1.501272e+01, 1.073316118, 0.000000000,2771,Focal,2771,"Focal","Nonfocal",0.00,1.00,0.00000000,0.00000000,0.00000000,0,1,0.00
"12",  1,"129",1,10.769696,29.505327,18.7356311,0.000000e+00,9.215406e+00,0.000000e+00,9.215406e+00, 0.000000000, 5.342453957,20.413377,30.647618,10.234241,0.000000e+00,9.215406e+00,0.000000e+00,9.215406e+00, 0.000000000, 5.342453957,17.020199,23.465220, 6.4450210,0.000000e+00,9.215406e+00,0.000000e+00,9.215406e+00, 0.000000000, 5.342453957,2771,Nonfocal,2771,"Nonfocal","Nonfocal",0.00,1.00,0.00000000,0.00000000,0.00000000,1,0,1.00
"13",  1,"135",0,10.832386,20.517590, 9.6852042,0.000000e+00,1.236081e+01,0.000000e+00,1.236081e+01, 0.000000000, 4.212071550, 3.786934,17.843846,14.056912,0.000000e+00,1.236081e+01,0.000000e+00,1.236081e+01, 0.000000000, 4.212071550,13.576153,25.862355,12.2862012,0.000000e+00,1.236081e+01,0.000000e+00,1.236081e+01, 0.000000000, 4.212071550,2896,Focal,2896,"Focal","Nonfocal",0.00,1.00,0.00000000,0.00000000,0.00000000,0,1,0.00
"14",  1,"135",1,10.769696,29.505327,18.7356311,0.000000e+00,9.438015e+00,0.000000e+00,9.438015e+00, 4.746046541, 0.000000000,20.413377,30.647618,10.234241,0.000000e+00,9.438015e+00,0.000000e+00,9.438015e+00, 4.746046541, 0.000000000,17.020199,23.465220, 6.4450210,0.000000e+00,9.438015e+00,0.000000e+00,9.438015e+00, 4.746046541, 0.000000000,2896,Nonfocal,2896,"Nonfocal","Nonfocal",0.00,1.00,0.00000000,0.00000000,0.00000000,1,0,1.00
"15",  1,"137",0,10.832386,20.517590, 9.6852042,5.445611e-01,0.000000e+00,5.445611e-01,0.000000e+00, 1.279333567, 0.000000000, 3.786934,17.843846,14.056912,5.445611e-01,0.000000e+00,5.445611e-01,0.000000e+00, 1.279333567, 0.000000000,13.576153,25.862355,12.2862012,5.445611e-01,0.000000e+00,5.445611e-01,0.000000e+00, 1.279333567, 0.000000000,2938,Focal,2938,"Focal","Nonfocal",0.00,1.00,0.00000000,0.00000000,0.00000000,0,1,0.00
"16",  1,"137",1,10.769696,29.505327,18.7356311,1.331025e+01,0.000000e+00,1.331025e+01,0.000000e+00,13.016549337, 0.000000000,20.413377,30.647618,10.234241,1.331025e+01,0.000000e+00,1.331025e+01,0.000000e+00,13.016549337, 0.000000000,17.020199,23.465220, 6.4450210,1.331025e+01,0.000000e+00,1.331025e+01,0.000000e+00,13.016549337, 0.000000000,2938,Nonfocal,2938,"Nonfocal","Nonfocal",0.00,1.00,0.00000000,0.00000000,0.00000000,1,0,1.00
"17",  1,"138",0,10.832386,20.517590, 9.6852042,6.535131e+00,0.000000e+00,6.535131e+00,0.000000e+00, 3.670193188, 0.000000000, 3.786934,17.843846,14.056912,6.535131e+00,0.000000e+00,6.535131e+00,0.000000e+00, 3.670193188, 0.000000000,13.576153,25.862355,12.2862012,6.535131e+00,0.000000e+00,6.535131e+00,0.000000e+00, 3.670193188, 0.000000000,2964,Focal,2964,"Focal","Nonfocal",0.00,1.00,0.00000000,0.00000000,0.00000000,0,1,0.00
"18",  1,"138",1,10.769696,29.505327,18.7356311,1.070714e+01,0.000000e+00,1.070714e+01,0.000000e+00,10.475798246, 0.000000000,20.413377,30.647618,10.234241,1.070714e+01,0.000000e+00,1.070714e+01,0.000000e+00,10.475798246, 0.000000000,17.020199,23.465220, 6.4450210,1.070714e+01,0.000000e+00,1.070714e+01,0.000000e+00,10.475798246, 0.000000000,2964,Nonfocal,2964,"Nonfocal","Nonfocal",0.00,1.00,0.00000000,0.00000000,0.00000000,1,0,1.00
"19",  1,"140",0,10.832386,20.517590, 9.6852042,7.400752e+00,0.000000e+00,7.400752e+00,0.000000e+00, 9.416184057, 0.000000000, 3.786934,17.843846,14.056912,7.400752e+00,0.000000e+00,7.400752e+00,0.000000e+00, 9.416184057, 0.000000000,13.576153,25.862355,12.2862012,7.400752e+00,0.000000e+00,7.400752e+00,0.000000e+00, 9.416184057, 0.000000000,3003,Focal,3003,"Focal","Nonfocal",0.00,1.00,0.00000000,0.00000000,0.00000000,0,1,0.00
"20",  1,"140",1,10.769696,29.505327,18.7356311,5.079350e+00,0.000000e+00,5.079350e+00,0.000000e+00, 0.000000000, 0.768430751,20.413377,30.647618,10.234241,5.079350e+00,0.000000e+00,5.079350e+00,0.000000e+00, 0.000000000, 0.768430751,17.020199,23.465220, 6.4450210,5.079350e+00,0.000000e+00,5.079350e+00,0.000000e+00, 0.000000000, 0.768430751,3003,Nonfocal,3003,"Nonfocal","Nonfocal",0.00,1.00,0.00000000,0.00000000,0.00000000,1,0,1.00
"21",  1,"143",0,10.832386,20.517590, 9.6852042,0.000000e+00,1.089838e+01,0.000000e+00,1.089838e+01, 1.210631593, 0.000000000, 3.786934,17.843846,14.056912,0.000000e+00,1.089838e+01,0.000000e+00,1.089838e+01, 1.210631593, 0.000000000,13.576153,25.862355,12.2862012,0.000000e+00,1.089838e+01,0.000000e+00,1.089838e+01, 1.210631593, 0.000000000,3078,Focal,3078,"Focal","Nonfocal",0.00,1.00,0.00000000,0.00000000,0.00000000,0,1,0.00
"22",  1,"143",1,10.769696,29.505327,18.7356311,0.000000e+00,1.760118e+00,0.000000e+00,1.760118e+00, 0.000000000, 3.733990854,20.413377,30.647618,10.234241,0.000000e+00,1.760118e+00,0.000000e+00,1.760118e+00, 0.000000000, 3.733990854,17.020199,23.465220, 6.4450210,0.000000e+00,1.760118e+00,0.000000e+00,1.760118e+00, 0.000000000, 3.733990854,3078,Nonfocal,3078,"Nonfocal","Nonfocal",0.00,1.00,0.00000000,0.00000000,0.00000000,1,0,1.00
"23",  1,"146",1,10.832386,20.517590, 9.6852042,0.000000e+00,1.950550e+01,0.000000e+00,1.950550e+01, 0.000000000, 6.260380229, 3.786934,17.843846,14.056912,0.000000e+00,1.950550e+01,0.000000e+00,1.950550e+01, 0.000000000, 6.260380229,13.576153,25.862355,12.2862012,0.000000e+00,1.950550e+01,0.000000e+00,1.950550e+01, 0.000000000, 6.260380229,3138,Focal,3138,"Focal","Focal",1.00,0.00,0.00000000,0.00000000,0.00000000,0,1,1.00
"24",  1,"146",0,10.769696,29.505327,18.7356311,1.074777e+00,0.000000e+00,1.074777e+00,0.000000e+00, 0.000000000, 2.916487368,20.413377,30.647618,10.234241,1.074777e+00,0.000000e+00,1.074777e+00,0.000000e+00, 0.000000000, 2.916487368,17.020199,23.465220, 6.4450210,1.074777e+00,0.000000e+00,1.074777e+00,0.000000e+00, 0.000000000, 2.916487368,3138,Nonfocal,3138,"Nonfocal","Focal",1.00,0.00,0.00000000,0.00000000,0.00000000,1,0,0.00
"25",  1,"19",0,10.832386,20.517590, 9.6852042,8.588252e-01,0.000000e+00,8.588252e-01,0.000000e+00, 4.470515208, 0.000000000, 3.786934,17.843846,14.056912,8.588252e-01,0.000000e+00,8.588252e-01,0.000000e+00, 4.470515208, 0.000000000,13.576153,25.862355,12.2862012,8.588252e-01,0.000000e+00,8.588252e-01,0.000000e+00, 4.470515208, 0.000000000, 379,Focal, 379,"Focal","Nonfocal",0.00,1.00,0.00000000,0.00000000,0.00000000,0,1,0.00
"26",  1,"19",1,10.769696,29.505327,18.7356311,1.276319e+01,0.000000e+00,1.276319e+01,0.000000e+00, 2.765419326, 0.000000000,20.413377,30.647618,10.234241,1.276319e+01,0.000000e+00,1.276319e+01,0.000000e+00, 2.765419326, 0.000000000,17.020199,23.465220, 6.4450210,1.276319e+01,0.000000e+00,1.276319e+01,0.000000e+00, 2.765419326, 0.000000000, 379,Nonfocal, 379,"Nonfocal","Nonfocal",0.00,1.00,0.00000000,0.00000000,0.00000000,1,0,1.00
"27",  1,"20",1,10.832386,20.517590, 9.6852042,0.000000e+00,3.325175e-01,0.000000e+00,3.325175e-01, 6.725443885, 0.000000000, 3.786934,17.843846,14.056912,0.000000e+00,3.325175e-01,0.000000e+00,3.325175e-01, 6.725443885, 0.000000000,13.576153,25.862355,12.2862012,0.000000e+00,3.325175e-01,0.000000e+00,3.325175e-01, 6.725443885, 0.000000000, 402,Focal, 402,"Focal","Focal",0.11,0.89,0.00000000,0.00000000,0.00000000,0,1,0.11
"28",  1,"20",0,10.769696,29.505327,18.7356311,0.000000e+00,8.714223e-01,0.000000e+00,8.714223e-01, 0.000000000, 5.737731374,20.413377,30.647618,10.234241,0.000000e+00,8.714223e-01,0.000000e+00,8.714223e-01, 0.000000000, 5.737731374,17.020199,23.465220, 6.4450210,0.000000e+00,8.714223e-01,0.000000e+00,8.714223e-01, 0.000000000, 5.737731374, 402,Nonfocal, 402,"Nonfocal","Focal",0.11,0.89,0.00000000,0.00000000,0.00000000,1,0,0.89
"29",  1,"22",0,10.832386,20.517590, 9.6852042,0.000000e+00,2.314757e+01,0.000000e+00,2.314757e+01, 0.000000000, 4.916907267, 3.786934,17.843846,14.056912,0.000000e+00,2.314757e+01,0.000000e+00,2.314757e+01, 0.000000000, 4.916907267,13.576153,25.862355,12.2862012,0.000000e+00,2.314757e+01,0.000000e+00,2.314757e+01, 0.000000000, 4.916907267, 439,Focal, 439,"Focal","Nonfocal",0.00,1.00,0.00000000,0.00000000,0.00000000,0,1,0.00
"30",  1,"22",1,10.769696,29.505327,18.7356311,1.378289e+01,0.000000e+00,1.378289e+01,0.000000e+00,12.243874173, 0.000000000,20.413377,30.647618,10.234241,1.378289e+01,0.000000e+00,1.378289e+01,0.000000e+00,12.243874173, 0.000000000,17.020199,23.465220, 6.4450210,1.378289e+01,0.000000e+00,1.378289e+01,0.000000e+00,12.243874173, 0.000000000, 439,Nonfocal, 439,"Nonfocal","Nonfocal",0.00,1.00,0.00000000,0.00000000,0.00000000,1,0,1.00
"31",  1,"23",0,10.832386,20.517590, 9.6852042,1.088522e+01,0.000000e+00,1.088522e+01,0.000000e+00, 1.499693281, 0.000000000, 3.786934,17.843846,14.056912,1.088522e+01,0.000000e+00,1.088522e+01,0.000000e+00, 1.499693281, 0.000000000,13.576153,25.862355,12.2862012,1.088522e+01,0.000000e+00,1.088522e+01,0.000000e+00, 1.499693281, 0.000000000, 462,Focal, 462,"Focal","Nonfocal",0.00,1.00,0.00000000,0.00000000,0.00000000,0,1,0.00
"32",  1,"23",1,10.769696,29.505327,18.7356311,3.605426e+00,0.000000e+00,3.605426e+00,0.000000e+00, 0.000000000, 2.219256791,20.413377,30.647618,10.234241,3.605426e+00,0.000000e+00,3.605426e+00,0.000000e+00, 0.000000000, 2.219256791,17.020199,23.465220, 6.4450210,3.605426e+00,0.000000e+00,3.605426e+00,0.000000e+00, 0.000000000, 2.219256791, 462,Nonfocal, 462,"Nonfocal","Nonfocal",0.00,1.00,0.00000000,0.00000000,0.00000000,1,0,1.00
"33",  1,"25",0,10.832386,20.517590, 9.6852042,0.000000e+00,6.540036e+00,0.000000e+00,6.540036e+00, 4.048019954, 0.000000000, 3.786934,17.843846,14.056912,0.000000e+00,6.540036e+00,0.000000e+00,6.540036e+00, 4.048019954, 0.000000000,13.576153,25.862355,12.2862012,0.000000e+00,6.540036e+00,0.000000e+00,6.540036e+00, 4.048019954, 0.000000000, 511,Focal, 511,"Focal","Nonfocal",0.00,1.00,0.00000000,0.00000000,0.00000000,0,1,0.00
"34",  1,"25",1,10.769696,29.505327,18.7356311,1.542833e+01,0.000000e+00,1.542833e+01,0.000000e+00, 4.860072579, 0.000000000,20.413377,30.647618,10.234241,1.542833e+01,0.000000e+00,1.542833e+01,0.000000e+00, 4.860072579, 0.000000000,17.020199,23.465220, 6.4450210,1.542833e+01,0.000000e+00,1.542833e+01,0.000000e+00, 4.860072579, 0.000000000, 511,Nonfocal, 511,"Nonfocal","Nonfocal",0.00,1.00,0.00000000,0.00000000,0.00000000,1,0,1.00
"35",  1,"3",0,10.832386,20.517590, 9.6852042,0.000000e+00,1.145168e+01,0.000000e+00,1.145168e+01, 0.000000000, 2.543558189, 3.786934,17.843846,14.056912,0.000000e+00,1.145168e+01,0.000000e+00,1.145168e+01, 0.000000000, 2.543558189,13.576153,25.862355,12.2862012,0.000000e+00,1.145168e+01,0.000000e+00,1.145168e+01, 0.000000000, 2.543558189,  36,Focal,  36,"Focal","Nonfocal",0.00,1.00,0.00000000,0.00000000,0.00000000,0,1,0.00
"36",  1,"3",1,10.769696,29.505327,18.7356311,4.669219e+00,0.000000e+00,4.669219e+00,0.000000e+00, 5.454433509, 0.000000000,20.413377,30.647618,10.234241,4.669219e+00,0.000000e+00,4.669219e+00,0.000000e+00, 5.454433509, 0.000000000,17.020199,23.465220, 6.4450210,4.669219e+00,0.000000e+00,4.669219e+00,0.000000e+00, 5.454433509, 0.000000000,  36,Nonfocal,  36,"Nonfocal","Nonfocal",0.00,1.00,0.00000000,0.00000000,0.00000000,1,0,1.00
"37",  1,"32",0,10.832386,20.517590, 9.6852042,0.000000e+00,1.766917e+00,0.000000e+00,1.766917e+00, 2.427149276, 0.000000000, 3.786934,17.843846,14.056912,0.000000e+00,1.766917e+00,0.000000e+00,1.766917e+00, 2.427149276, 0.000000000,13.576153,25.862355,12.2862012,0.000000e+00,1.766917e+00,0.000000e+00,1.766917e+00, 2.427149276, 0.000000000, 665,Focal, 665,"Focal","Nonfocal",0.00,1.00,0.00000000,0.00000000,0.00000000,0,1,0.00
"38",  1,"32",1,10.769696,29.505327,18.7356311,2.173399e+00,0.000000e+00,2.173399e+00,0.000000e+00, 6.684737017, 0.000000000,20.413377,30.647618,10.234241,2.173399e+00,0.000000e+00,2.173399e+00,0.000000e+00, 6.684737017, 0.000000000,17.020199,23.465220, 6.4450210,2.173399e+00,0.000000e+00,2.173399e+00,0.000000e+00, 6.684737017, 0.000000000, 665,Nonfocal, 665,"Nonfocal","Nonfocal",0.00,1.00,0.00000000,0.00000000,0.00000000,1,0,1.00
"39",  1,"38",0,10.832386,20.517590, 9.6852042,2.969900e+00,0.000000e+00,2.969900e+00,0.000000e+00, 6.086609226, 0.000000000, 3.786934,17.843846,14.056912,2.969900e+00,0.000000e+00,2.969900e+00,0.000000e+00, 6.086609226, 0.000000000,13.576153,25.862355,12.2862012,2.969900e+00,0.000000e+00,2.969900e+00,0.000000e+00, 6.086609226, 0.000000000, 787,Focal, 787,"Focal","Nonfocal",0.00,1.00,0.00000000,0.00000000,0.00000000,0,1,0.00
"40",  1,"38",1,10.769696,29.505327,18.7356311,1.277975e+01,0.000000e+00,1.277975e+01,0.000000e+00, 2.694680188, 0.000000000,20.413377,30.647618,10.234241,1.277975e+01,0.000000e+00,1.277975e+01,0.000000e+00, 2.694680188, 0.000000000,17.020199,23.465220, 6.4450210,1.277975e+01,0.000000e+00,1.277975e+01,0.000000e+00, 2.694680188, 0.000000000, 787,Nonfocal, 787,"Nonfocal","Nonfocal",0.00,1.00,0.00000000,0.00000000,0.00000000,1,0,1.00
"41",  1,"41",0,10.832386,20.517590, 9.6852042,0.000000e+00,8.135004e+00,0.000000e+00,8.135004e+00, 5.003515250, 0.000000000, 3.786934,17.843846,14.056912,0.000000e+00,8.135004e+00,0.000000e+00,8.135004e+00, 5.003515250, 0.000000000,13.576153,25.862355,12.2862012,0.000000e+00,8.135004e+00,0.000000e+00,8.135004e+00, 5.003515250, 0.000000000, 841,Focal, 841,"Focal","Nonfocal",0.00,1.00,0.00000000,0.00000000,0.00000000,0,1,0.00
"42",  1,"41",1,10.769696,29.505327,18.7356311,1.056578e+01,0.000000e+00,1.056578e+01,0.000000e+00, 3.490767716, 0.000000000,20.413377,30.647618,10.234241,1.056578e+01,0.000000e+00,1.056578e+01,0.000000e+00, 3.490767716, 0.000000000,17.020199,23.465220, 6.4450210,1.056578e+01,0.000000e+00,1.056578e+01,0.000000e+00, 3.490767716, 0.000000000, 841,Nonfocal, 841,"Nonfocal","Nonfocal",0.00,1.00,0.00000000,0.00000000,0.00000000,1,0,1.00
"43",  1,"43",0,10.832386,20.517590, 9.6852042,0.000000e+00,4.130661e+00,0.000000e+00,4.130661e+00, 0.000000000, 2.786656219, 3.786934,17.843846,14.056912,0.000000e+00,4.130661e+00,0.000000e+00,4.130661e+00, 0.000000000, 2.786656219,13.576153,25.862355,12.2862012,0.000000e+00,4.130661e+00,0.000000e+00,4.130661e+00, 0.000000000, 2.786656219, 894,Focal, 894,"Focal","Nonfocal",0.00,1.00,0.00000000,0.00000000,0.00000000,0,1,0.00
"44",  1,"43",1,10.769696,29.505327,18.7356311,2.057654e+00,0.000000e+00,2.057654e+00,0.000000e+00, 0.000000000, 2.197383716,20.413377,30.647618,10.234241,2.057654e+00,0.000000e+00,2.057654e+00,0.000000e+00, 0.000000000, 2.197383716,17.020199,23.465220, 6.4450210,2.057654e+00,0.000000e+00,2.057654e+00,0.000000e+00, 0.000000000, 2.197383716, 894,Nonfocal, 894,"Nonfocal","Nonfocal",0.00,1.00,0.00000000,0.00000000,0.00000000,1,0,1.00
"45",  1,"46",0,10.832386,20.517590, 9.6852042,0.000000e+00,1.622766e+01,0.000000e+00,1.622766e+01, 0.000000000, 3.407535592, 3.786934,17.843846,14.056912,0.000000e+00,1.622766e+01,0.000000e+00,1.622766e+01, 0.000000000, 3.407535592,13.576153,25.862355,12.2862012,0.000000e+00,1.622766e+01,0.000000e+00,1.622766e+01, 0.000000000, 3.407535592, 965,Focal, 965,"Focal","Nonfocal",0.89,0.11,0.00000000,0.00000000,0.00000000,0,1,0.89
"46",  1,"46",1,10.769696,29.505327,18.7356311,3.557298e+00,0.000000e+00,3.557298e+00,0.000000e+00, 6.194049563, 0.000000000,20.413377,30.647618,10.234241,3.557298e+00,0.000000e+00,3.557298e+00,0.000000e+00, 6.194049563, 0.000000000,17.020199,23.465220, 6.4450210,3.557298e+00,0.000000e+00,3.557298e+00,0.000000e+00, 6.194049563, 0.000000000, 965,Nonfocal, 965,"Nonfocal","Nonfocal",0.89,0.11,0.00000000,0.00000000,0.00000000,1,0,0.11
"47",  1,"5",1,10.832386,20.517590, 9.6852042,0.000000e+00,3.412466e-01,0.000000e+00,3.412466e-01, 6.171930238, 0.000000000, 3.786934,17.843846,14.056912,0.000000e+00,3.412466e-01,0.000000e+00,3.412466e-01, 6.171930238, 0.000000000,13.576153,25.862355,12.2862012,0.000000e+00,3.412466e-01,0.000000e+00,3.412466e-01, 6.171930238, 0.000000000,  80,Focal,  80,"Focal","Focal",0.11,0.89,0.00000000,0.00000000,0.00000000,0,1,0.11
"48",  1,"5",0,10.769696,29.505327,18.7356311,1.264380e+01,0.000000e+00,1.264380e+01,0.000000e+00,12.992749478, 0.000000000,20.413377,30.647618,10.234241,1.264380e+01,0.000000e+00,1.264380e+01,0.000000e+00,12.992749478, 0.000000000,17.020199,23.465220, 6.4450210,1.264380e+01,0.000000e+00,1.264380e+01,0.000000e+00,12.992749478, 0.000000000,  80,Nonfocal,  80,"Nonfocal","Focal",0.11,0.89,0.00000000,0.00000000,0.00000000,1,0,0.89
"49",  1,"52",0,10.832386,20.517590, 9.6852042,0.000000e+00,3.291465e+00,0.000000e+00,3.291465e+00, 8.617402002, 0.000000000, 3.786934,17.843846,14.056912,0.000000e+00,3.291465e+00,0.000000e+00,3.291465e+00, 8.617402002, 0.000000000,13.576153,25.862355,12.2862012,0.000000e+00,3.291465e+00,0.000000e+00,3.291465e+00, 8.617402002, 0.000000000,1093,Focal,1093,"Focal","Nonfocal",0.00,1.00,0.00000000,0.00000000,0.00000000,0,1,0.00
"50",  1,"52",1,10.769696,29.505327,18.7356311,1.097197e+01,0.000000e+00,1.097197e+01,0.000000e+00, 0.000000000, 1.868396333,20.413377,30.647618,10.234241,1.097197e+01,0.000000e+00,1.097197e+01,0.000000e+00, 0.000000000, 1.868396333,17.020199,23.465220, 6.4450210,1.097197e+01,0.000000e+00,1.097197e+01,0.000000e+00, 0.000000000, 1.868396333,1093,Nonfocal,1093,"Nonfocal","Nonfocal",0.00,1.00,0.00000000,0.00000000,0.00000000,1,0,1.00
"51",  1,"57",0,10.832386,20.517590, 9.6852042,0.000000e+00,3.924954e+00,0.000000e+00,3.924954e+00, 0.000000000, 1.284089982, 3.786934,17.843846,14.056912,0.000000e+00,3.924954e+00,0.000000e+00,3.924954e+00, 0.000000000, 1.284089982,13.576153,25.862355,12.2862012,0.000000e+00,3.924954e+00,0.000000e+00,3.924954e+00, 0.000000000, 1.284089982,1206,Focal,1206,"Focal","Nonfocal",0.00,1.00,0.00000000,0.00000000,0.00000000,0,1,0.00
"52",  1,"57",1,10.769696,29.505327,18.7356311,6.973581e-01,0.000000e+00,6.973581e-01,0.000000e+00, 0.000000000, 2.938169208,20.413377,30.647618,10.234241,6.973581e-01,0.000000e+00,6.973581e-01,0.000000e+00, 0.000000000, 2.938169208,17.020199,23.465220, 6.4450210,6.973581e-01,0.000000e+00,6.973581e-01,0.000000e+00, 0.000000000, 2.938169208,1206,Nonfocal,1206,"Nonfocal","Nonfocal",0.00,1.00,0.00000000,0.00000000,0.00000000,1,0,1.00
