"","week_nr","holiday","brand","format","totalvolume","totalvalue","LL","avgregprice","avgfinalprice","avgdiscount","depth","nondepth","cop_logavgregprice","cop_logavgdiscount","cop_logavgfinalprice","cop_lognondepth","avgcompLL","avgcompregprice","avgcompfinalprice","avgcompdiscount","totalvolume1","avgfinalprice1","avgregprice1","nondepth1","avgcompfinalprice1","dlogtotalvolume","dlogavgfinalprice","dlogavgregprice","dlognondepth","dlogavgcompfinalprice","dlogavgfinalprice_loss","dlogavgfinalprice_gain","dlogavgregprice_loss","dlogavgregprice_gain","dlognondepth_loss","dlognondepth_gain"
"13",6,0,"A","convenience",4,41.7183723881301,2,13.2123115900322,10.4295930970325,2.78271849299964,0.210615566703636,0.789384433296364,-1.0753044538499,-1.35573819633139,-0.325866255617504,1.14299332485803,2.62162162162162,20.6007635737832,11.7800619843664,8.82070158941687,4,10.6214016279045,14.9170705143478,0.712029993938048,16.5457730799562,0,-0.0182237316307656,-0.121357138157799,0.103133406527033,-0.339722226138012,0,-0.0182237316307656,0,-0.121357138157799,0.103133406527033,0
"14",6,0,"A","hypermarket",5,81.9683760376659,3,18.3009679033421,16.3936752075332,1.90729269580892,0.104218132389632,0.895781867610368,-0.464435492232974,-1.65796960757749,0.397501654246098,1.70824311843569,2.62162162162162,20.6007635737832,11.7800619843664,8.82070158941687,9,9.88669594503897,16.6195500358784,0.594883491050931,16.5457730799562,-0.587786664902119,0.505705592930653,0.096374233934434,0.409331358996219,-0.339722226138012,0.505705592930653,0,0.096374233934434,0,0.409331358996219,0
"15",6,0,"A","supermarket",5,67.1202195104317,3,23.0654548723251,13.4240439020863,9.64141097023874,0.418002203884863,0.581997796115137,-0.00914840598306027,0.0518634853275039,0.0091484059830604,-0.00304943085097271,2.62162162162162,20.6007635737832,11.7800619843664,8.82070158941687,2,4.04067624515675,19.707718990976,0.205030132965004,16.5457730799562,0.916290731874155,1.20063535475675,0.157325652185853,1.0433097025709,-0.339722226138012,1.20063535475675,0,0.157325652185853,0,1.0433097025709,0
"16",7,0,"A","hypermarket",2,16.4670461951024,1,11.7674236488528,8.23352309755119,3.53390055130166,0.300312171700061,0.699687828299939,-1.29695345587876,-1.17888788525937,-0.711320509981955,0.64980980423092,3.52083333333333,25.6518461622909,17.2209121773704,8.43093398492053,5,16.3936752075332,18.3009679033421,0.895781867610368,11.7800619843664,-0.916290731874155,-0.688681599381922,-0.441618943376136,-0.247062656005786,0.379716029528989,0,-0.688681599381922,0,-0.441618943376136,0,-0.247062656005786
"17",7,0,"A","supermarket",7,53.8247282016374,4,15.243201956286,7.68924688594819,7.55395507033776,0.495562224524794,0.504437775475206,-0.792234691018634,-0.300245019433301,-0.843360664874448,-0.338756481747074,3.52083333333333,25.6518461622909,17.2209121773704,8.43093398492053,5,13.4240439020863,23.0654548723251,0.581997796115137,11.7800619843664,0.336472236621213,-0.55722457562245,-0.414202407830116,-0.143022167792334,0.379716029528989,0,-0.55722457562245,0,-0.414202407830116,0,-0.143022167792334
"18",8,0,"A","convenience",4,69.9256645882876,3,34.6792849063058,17.4814161470719,17.1978687592339,0.49591186224566,0.50408813775434,0.703487771556067,0.834688809389065,0.491785417737352,-0.35170324427584,2.5,23.3632544496989,13.4959503749665,9.86730407473244,4,10.4295930970325,13.2123115900322,0.789384433296364,11.7800619843664,0,0.516491126721437,0.964993440811678,-0.448502314090241,0.135981228178653,0.516491126721437,0,0.964993440811678,0,0,-0.448502314090241
"19",8,0,"A","supermarket",2,26.6446197261861,2,46.0169586975826,13.3223098630931,32.6946488344896,0.710491300595385,0.289508699404615,1.04324036496053,1.56839781312538,-0.00304943085097271,-1.35573819633139,2.5,23.3632544496989,13.4959503749665,9.86730407473244,7,7.68924688594819,15.243201956286,0.504437775475206,17.2209121773704,-1.25276296849537,0.549617218708358,1.1048763655781,-0.555259146869743,-0.243734801350336,0.549617218708358,0,1.1048763655781,0,0,-0.555259146869743
"20",9,0,"A","convenience",2,5.6388991918726,1,8.96309499861675,2.8194495959363,6.14364540268045,0.685437943436791,0.314562056563209,-1.93063682491174,-0.576204615831912,-2.18081530216827,-1.20368730121138,2.30769230769231,27.0276285593326,14.4025979961928,12.6250305631398,4,17.4814161470719,34.6792849063058,0.50408813775434,13.4959503749665,-0.693147180559945,-1.82459669507036,-1.35302694063323,-0.47156975443713,0.0650189384921438,0,-1.82459669507036,0,-1.35302694063323,0,-0.47156975443713
"21",9,0,"A","hypermarket",4,28.6697883028217,2,9.3177623153315,7.16744707570542,2.15031523962608,0.230775927401361,0.769224072598639,-1.82416903939623,-1.54786625267335,-0.943356112490665,1.0753044538499,2.30769230769231,27.0276285593326,14.4025979961928,12.6250305631398,2,8.23352309755119,11.7674236488528,0.699687828299939,17.2209121773704,0.693147180559945,-0.138664468164351,-0.233412501016989,0.0947480328526378,-0.178715862858192,0,-0.138664468164351,0,-0.233412501016989,0.0947480328526378,0
"22",9,0,"A","supermarket",4,27.4091176193353,2,16.5000133696594,6.85227940483383,9.6477339648256,0.584710675602606,0.415289324397394,-0.672576832115565,0.0579715508487423,-1.0122144615225,-0.75927417194684,2.30769230769231,27.0276285593326,14.4025979961928,12.6250305631398,2,13.3223098630931,46.0169586975826,0.289508699404615,13.4959503749665,0.693147180559945,-0.664858706471429,-1.02564880469815,0.360790098226717,0.0650189384921438,0,-0.664858706471429,0,-1.02564880469815,0.360790098226717,0
"23",10,1,"A","convenience",4,82.6488821391534,3,27.5104116523289,20.6622205347883,6.84819111754056,0.248930884935007,0.751069115064993,0.224479227931965,-0.384335327965654,0.869766131308462,0.962563895756543,2.37837837837838,18.5008519623945,11.4292535359983,7.07159842639613,2,2.8194495959363,8.96309499861675,0.314562056563209,14.4025979961928,0.693147180559945,1.99176525066439,1.12144894726428,0.870316303400109,-0.231232438473775,1.99176525066439,0,1.12144894726428,0,0.870316303400109,0
"24",10,1,"A","hypermarket",2,37.5124544393859,1,19.0943293995224,18.756227219693,0.338102179829446,0.0177069418231521,0.982293058176848,-0.37123529457812,-2.58519619077879,0.64980980423092,2.81576134305213,2.37837837837838,18.5008519623945,11.4292535359983,7.07159842639613,4,7.16744707570542,9.3177623153315,0.769224072598639,14.4025979961928,-0.693147180559945,0.96197628083951,0.717468895946052,0.244507384893457,-0.231232438473775,0.96197628083951,0,0.717468895946052,0,0.244507384893457,0
"25",10,1,"A","supermarket",2,5.5767975341864,1,10.2325998118613,2.7883987670932,7.4442010447681,0.727498502984454,0.272501497015546,-1.634329031174,-0.313029950564794,-2.33650917092313,-1.40311032880213,2.37837837837838,18.5008519623945,11.4292535359983,7.07159842639613,4,6.85227940483383,16.5000133696594,0.415289324397394,14.4025979961928,-0.693147180559945,-0.899113844277252,-0.477782507455335,-0.421331336821917,-0.231232438473775,0,-0.899113844277252,0,-0.477782507455335,0,-0.421331336821917
"26",11,0,"A","convenience",6,59.0544923931839,3,11.0963202727726,9.84241539886399,1.25390487390859,0.113001863958933,0.886998136041067,-1.47163591576381,-1.89272717498161,-0.450890977624869,1.58961266223253,2.15151515151515,24.1120999623937,15.2659602559107,8.84613970648298,4,20.6622205347883,27.5104116523289,0.751069115064993,11.4292535359983,0.405465108108164,-0.741605789512368,-0.907950992158481,0.166345202646113,0.289449361697196,0,-0.741605789512368,0,-0.907950992158481,0.166345202646113,0
"27",11,0,"A","hypermarket",3,48.9275429825436,2,22.3008226428647,16.3091809941812,5.99164164868348,0.268673570685544,0.731326429314456,-0.131503359758096,-0.605251102854757,0.364709231100007,0.843360664874448,2.15151515151515,24.1120999623937,15.2659602559107,8.84613970648298,2,18.756227219693,19.0943293995224,0.982293058176848,11.4292535359983,0.405465108108164,-0.13979761523787,0.155232166705581,-0.295029781943451,0.289449361697196,0,-0.13979761523787,0.155232166705581,0,0,-0.295029781943451
"28",11,0,"A","supermarket",1,14.9550716558659,1,55.933249265654,14.9550716558659,40.9781776097881,0.732626445768651,0.267373554231349,1.93063682491174,2.06493194087111,0.187100917864167,-1.43653001614747,2.15151515151515,24.1120999623937,15.2659602559107,8.84613970648298,2,2.7883987670932,10.2325998118613,0.272501497015546,11.4292535359983,-0.693147180559945,1.67958297102809,1.69858031863276,-0.0189973476046721,0.289449361697196,1.67958297102809,0,1.69858031863276,0,0,-0.0189973476046721
"29",12,0,"A","convenience",1,41.95703563665,1,59.1399027197622,41.95703563665,17.1828670831122,0.290546082981134,0.709453917018866,2.58519619077879,0.826079273745163,2.33650917092313,0.719197134501547,2.8421052631579,20.8639845295846,10.4260202254434,10.4379643041412,6,9.84241539886399,11.0963202727726,0.886998136041067,15.2659602559107,-1.79175946922805,1.44994498536329,1.67329232310829,-0.223347337745005,-0.381320903686134,1.44994498536329,0,1.67329232310829,0,0,-0.223347337745005
"30",13,1,"A","convenience",3,105.604452787493,3,49.3579430272803,35.2014842624976,14.1564587647827,0.286812170372626,0.713187829627374,1.20368730121138,0.540564509238737,1.82416903939623,0.75927417194684,3.71428571428571,24.6255926417819,14.2492613363949,10.376331305387,1,41.95703563665,59.1399027197622,0.709453917018866,10.4260202254434,1.09861228866811,-0.175557885406195,-0.180807163646874,0.00524927824067989,0.312400443080218,0,-0.175557885406195,0,-0.180807163646874,0.00524927824067989,0
"31",13,1,"A","hypermarket",3,64.4427421542972,2,25.664469730109,21.4809140514324,4.18355567867657,0.163009628590476,0.836990371409524,0.137657703346166,-0.972302172620958,0.952916057743952,1.34060521927582,3.71428571428571,24.6255926417819,14.2492613363949,10.376331305387,3,16.3091809941812,22.3008226428647,0.731326429314456,15.2659602559107,0,0.275436621917073,0.14048396699108,0.134952654925994,-0.0689204606059159,0.275436621917073,0,0.14048396699108,0,0.134952654925994,0
"32",13,1,"A","supermarket",1,10.3945794732181,1,54.8753510566894,10.3945794732181,44.4807715834713,0.810578351244079,0.189421648755921,1.79287633116413,2.11932203911173,-0.338756481747074,-2.01604165272639,3.71428571428571,24.6255926417819,14.2492613363949,10.376331305387,1,14.9550716558659,55.933249265654,0.267373554231349,15.2659602559107,0,-0.363766017727667,-0.0190947336027341,-0.344671284124933,-0.0689204606059159,0,-0.363766017727667,0,-0.0190947336027341,0,-0.344671284124933
"33",14,0,"A","convenience",7,91.3491486448099,5,27.9874511753276,13.04987837783,14.9375727974976,0.53372394306009,0.46627605693991,0.281158533461593,0.61996655641042,-0.0396529285844665,-0.561863174232823,2.67567567567568,24.3822194491136,13.5068799215428,10.8753395275707,3,35.2014842624976,49.3579430272803,0.713187829627374,14.2492613363949,0.847297860387203,-0.992309434244535,-0.567342468455453,-0.424966965789082,-0.0535058898804048,0,-0.992309434244535,0,-0.567342468455453,0,-0.424966965789082
"34",14,0,"A","supermarket",2,19.484750236145,1,11.1902387294686,9.74237511807252,1.44786361139604,0.129386302330013,0.870613697669987,-1.43653001614747,-1.79287633116413,-0.471239678891132,1.50865542881997,2.67567567567568,24.3822194491136,13.5068799215428,10.8753395275707,1,10.3945794732181,54.8753510566894,0.189421648755921,14.2492613363949,0.693147180559945,-0.0647995258892364,-1.59002241248753,1.52522288659829,-0.0535058898804048,0,-0.0647995258892364,0,-1.59002241248753,1.52522288659829,0
"35",15,1,"A","convenience",2,47.0724881715022,2,45.4344918066636,23.5362440857511,21.8982477209125,0.481974087310047,0.518025912689953,0.992060767351689,1.1313506292765,1.10851398524045,-0.255867011380554,3,22.3824421903313,16.1643986491249,6.21804354120637,7,13.04987837783,27.9874511753276,0.46627605693991,13.5068799215428,-1.25276296849537,0.58976272052716,0.484515310615531,0.10524740991163,0.179612030240695,0.58976272052716,0,0.484515310615531,0,0.10524740991163,0
"36",15,1,"A","hypermarket",2,23.9052668381088,1,19.4311239552917,11.9526334190544,7.4784905362373,0.384871742542751,0.615128257457249,-0.358198663696788,-0.306631219908843,-0.143817265320582,0.119209362867892,3,22.3824421903313,16.1643986491249,6.21804354120637,3,21.4809140514324,25.664469730109,0.836990371409524,14.2492613363949,-0.405465108108164,-0.586213198445135,-0.278231426488385,-0.30798177195675,0.12610614036029,0,-0.586213198445135,0,-0.278231426488385,0,-0.30798177195675
"37",15,1,"A","supermarket",5,102.704420127816,4,40.8618932131212,20.5408840255632,20.321009187558,0.497309536823729,0.502690463176271,0.834688809389065,1.02244708911225,0.860897672118606,-0.358198663696788,3,22.3824421903313,16.1643986491249,6.21804354120637,2,9.74237511807252,11.1902387294686,0.870613697669987,13.5068799215428,0.916290731874155,0.745932302907941,1.29515606618426,-0.549223763276318,0.179612030240695,0.745932302907941,0,1.29515606618426,0,0,-0.549223763276318
"38",16,0,"A","convenience",3,69.7648639526029,2,26.1460109788459,23.2549546508676,2.89105632797826,0.110573514648844,0.889426485351156,0.156153017746606,-1.32577317212479,1.08624127025625,1.6825748646409,3.84313725490196,21.4921988767353,12.1578666284896,9.33433224824564,2,23.5362440857511,45.4344918066636,0.518025912689953,16.1643986491249,0.405465108108164,-0.0120233219527055,-0.552574912976825,0.54055159102412,-0.284834790278681,0,-0.0120233219527055,0,-0.552574912976825,0.54055159102412,0
"39",16,0,"A","hypermarket",4,16.7454777075057,2,13.57842386642,4.18636942687642,9.39205443954362,0.69168959018657,0.30831040981343,-1.02244708911225,-0.00304943085097271,-1.70824311843568,-1.25564215005306,3.84313725490196,21.4921988767353,12.1578666284896,9.33433224824564,2,11.9526334190544,19.4311239552917,0.615128257457249,16.1643986491249,0.693147180559945,-1.04911775080864,-0.358394055563845,-0.690723695244797,-0.284834790278681,0,-1.04911775080864,0,-0.358394055563845,0,-0.690723695244797
"40",16,0,"A","supermarket",1,10.433216585514,1,42.0703547238372,10.433216585514,31.6371381383232,0.752005499977339,0.247994500022661,0.860897672118606,1.50865542881997,-0.319441523701475,-1.61156808143422,3.84313725490196,21.4921988767353,12.1578666284896,9.33433224824564,5,20.5408840255632,40.8618932131212,0.502690463176271,16.1643986491249,-1.6094379124341,-0.677422623864939,0.0291454068595907,-0.70656803072453,-0.284834790278681,0,-0.677422623864939,0.0291454068595907,0,0,-0.70656803072453
"41",17,0,"A","convenience",3,54.5493073901486,2,20.1205760985613,18.1831024633829,1.93747363517843,0.0962931491468066,0.903706850853193,-0.300245019433301,-1.634329031174,0.561863174232823,1.79287633116413,2.3030303030303,21.8074070812542,12.4088213738589,9.39858570739525,3,23.2549546508676,26.1460109788459,0.889426485351156,12.1578666284896,0,-0.246025485852059,-0.261953657094046,0.0159281712419871,0.0204312013925501,0,-0.246025485852059,0,-0.261953657094046,0.0159281712419871,0
"42",17,0,"A","hypermarket",1,37.5587337170224,1,45.7392999355216,37.5587337170224,8.18056621849924,0.178852020691863,0.821147979308137,1.0122144615225,-0.187100917864167,1.97154299255643,1.29695345587876,2.3030303030303,21.8074070812542,12.4088213738589,9.39858570739525,4,4.18636942687642,13.57842386642,0.30831040981343,12.1578666284896,-1.38629436111989,2.19407206708107,1.21447583063721,0.979596236443869,0.0204312013925501,2.19407206708107,0,1.21447583063721,0,0.979596236443869,0
"43",17,0,"A","supermarket",4,72.9002274451834,3,32.603042597766,18.2250568612959,14.3779857364702,0.441001348059932,0.558998651940068,0.64980980423092,0.547636377598381,0.576204615831912,-0.0885489390932615,2.3030303030303,21.8074070812542,12.4088213738589,9.39858570739525,1,10.433216585514,42.0703547238372,0.247994500022661,12.1578666284896,1.38629436111989,0.557802778922665,-0.254937714082217,0.812740493004881,0.0204312013925501,0.557802778922665,0,0,-0.254937714082217,0.812740493004881,0
"44",18,0,"A","convenience",4,48.4847003025852,2,14.4077115887194,12.1211750756463,2.28653651307309,0.158702268503441,0.841297731496559,-0.869766131308462,-1.52796720241632,-0.125353993003572,1.40311032880213,2.86842105263158,22.5780182024525,15.6160711958954,6.9619470065571,3,18.1831024633829,20.1205760985613,0.903706850853193,12.4088213738589,0.287682072451781,-0.405538797363505,-0.333979387717958,-0.0715594096455467,0.229892968020911,0,-0.405538797363505,0,-0.333979387717958,0,-0.0715594096455467
"45",18,0,"A","hypermarket",2,8.64483117807676,1,7.544044428505,4.32241558903838,3.22162883946662,0.427042665243827,0.572957334756173,-2.58519619077879,-1.25564215005306,-1.6825748646409,-0.0335499802937612,2.86842105263158,22.5780182024525,15.6160711958954,6.9619470065571,1,37.5587337170224,45.7392999355216,0.821147979308137,12.4088213738589,0.693147180559945,-2.16209153005618,-1.80219944861206,-0.359892081444116,0.229892968020911,0,-2.16209153005618,0,-1.80219944861206,0,-0.359892081444116
"46",18,0,"A","supermarket",1,7.6354169954873,1,40.6379801651929,7.6354169954873,33.0025631697056,0.812111306604083,0.187888693395917,0.826079273745163,1.58961266223253,-0.860897672118606,-2.06493194087111,2.86842105263158,22.5780182024525,15.6160711958954,6.9619470065571,4,18.2250568612959,32.603042597766,0.558998651940068,12.4088213738589,-1.38629436111989,-0.869999844367219,0.220297486138092,-1.09029733050531,0.229892968020911,0,-0.869999844367219,0.220297486138092,0,0,-1.09029733050531
"47",19,1,"A","convenience",3,62.8478429836723,3,54.7585118806455,20.9492809945574,33.8092308860881,0.617424209039508,0.382575790960492,1.73508889577708,1.63432903117399,0.90594775965165,-0.896792438285546,2.16666666666667,27.0203651479678,16.6031942780383,10.4171708699295,4,12.1211750756463,14.4077115887194,0.841297731496559,15.6160711958954,-0.287682072451781,0.547150396332692,1.33516923451939,-0.788018838186694,0.0612945144150365,0.547150396332692,0,1.33516923451939,0,0,-0.788018838186694
"48",19,1,"A","hypermarket",8,42.6744748316719,4,14.8393954713538,5.33430935395898,9.50508611739481,0.640530548278977,0.359469451721023,-0.826079273745163,0.0152477214351116,-1.41962198460324,-1.00208673664005,2.16666666666667,27.0203651479678,16.6031942780383,10.4171708699295,2,4.32241558903838,7.544044428505,0.572957334756173,15.6160711958954,1.38629436111989,0.210345010584551,0.676527065913585,-0.466182055329034,0.0612945144150365,0.210345010584551,0,0.676527065913585,0,0,-0.466182055329034
"49",19,1,"A","supermarket",3,48.417785699922,2,32.2981517959852,16.139261899974,16.1588898960112,0.500303856334584,0.499696143665416,0.627374734460852,0.73508602531627,0.338756481747074,-0.384335327965654,2.16666666666667,27.0203651479678,16.6031942780383,10.4171708699295,1,7.6354169954873,40.6379801651929,0.187888693395917,15.6160711958954,1.09861228866811,0.748457377207644,-0.229693092722536,0.978150469930181,0.0612945144150365,0.748457377207644,0,0,-0.229693092722536,0.978150469930181,0
"50",20,1,"A","convenience",3,54.711112773074,2,30.5023975390941,18.2370375910247,12.2653599480694,0.402111340013494,0.597888659986506,0.505598284503965,0.390910020387,0.590665563873107,0.0457573541585396,4.52631578947368,24.6828843202859,12.4163001379928,12.2665841822931,3,20.9492809945574,54.7585118806455,0.382575790960492,16.6031942780383,0,-0.13864976702731,-0.585127536389253,0.446477769361943,-0.290584966604834,0,-0.13864976702731,0,-0.585127536389253,0.446477769361943,0
"51",20,1,"A","hypermarket",5,149.077651225252,4,34.7209649342112,29.8155302450505,4.90543468916077,0.141281634840953,0.858718365159047,0.711320509981954,-0.783914937352469,1.48989045629275,1.45385900164267,4.52631578947368,24.6828843202859,12.4163001379928,12.2665841822931,8,5.33430935395898,14.8393954713538,0.359469451721023,16.6031942780383,-0.470003629245735,1.72086998622725,0.850058180812128,0.870811805415119,-0.290584966604834,1.72086998622725,0,0.850058180812128,0,0.870811805415119,0
"52",20,1,"A","supermarket",3,47.5337005969111,2,26.4190352137666,15.844566865637,10.5744683481296,0.400259444092771,0.599740555907229,0.168512578877109,0.174701907813062,0.300245019433301,0.0579715508487423,4.52631578947368,24.6828843202859,12.4163001379928,12.2665841822931,3,16.139261899974,32.2981517959852,0.499696143665416,16.6031942780383,0,-0.0184282736347861,-0.200925227494027,0.18249695385924,-0.290584966604834,0,-0.0184282736347861,0,-0.200925227494027,0.18249695385924,0
"53",21,0,"A","convenience",4,75.9378233308414,3,27.960282312124,18.9844558327103,8.97582647941367,0.321020595543902,0.678979404456098,0.274819406369392,-0.0763096490578105,0.664949607295971,0.512540896065511,2.21428571428571,28.4957144642249,17.5904887735507,10.9052256906742,3,18.2370375910247,30.5023975390941,0.597888659986506,12.4163001379928,0.287682072451781,0.0401659715775815,-0.0870202740483035,0.127186245625885,0.348348208742029,0.0401659715775815,0,0,-0.0870202740483035,0.127186245625885,0
"54",21,0,"A","hypermarket",1,37.801849737418,1,43.5024156107102,37.801849737418,5.7005658732922,0.131040214509116,0.868959785490884,0.924490215286583,-0.64980980423092,2.01604165272639,1.48989045629275,2.21428571428571,28.4957144642249,17.5904887735507,10.9052256906742,5,29.8155302450505,34.7209649342112,0.858718365159047,12.4163001379928,-1.6094379124341,0.237328629357537,0.225472786543602,0.011855842813934,0.348348208742029,0.237328629357537,0,0.225472786543602,0,0.011855842813934,0
"55",21,0,"A","supermarket",3,57.3756367770237,2,25.7613647473045,19.1252122590079,6.63615248829657,0.257600967704591,0.742399032295409,0.143817265320582,-0.437428682593049,0.711320509981954,0.924490215286583,2.21428571428571,28.4957144642249,17.5904887735507,10.9052256906742,3,15.844566865637,26.4190352137666,0.599740555907229,12.4163001379928,0,0.188180821104371,-0.0252089020052977,0.213389723109669,0.348348208742029,0.188180821104371,0,0,-0.0252089020052977,0.213389723109669,0
