"","week_nr","cust","brand","format","category","regprice","discount","quantity","holiday"
"43",1,226,"B","supermarket","z",47.1790484210942,23.0748636321508,1,0
"44",1,13,"D","convenience","z",35.9000860538799,22.6672654657907,2,0
"45",1,194,"E","hypermarket","z",31.1507251113653,11.6987500846802,2,0
"46",1,22,"A","supermarket","z",34.4351592322346,3.5387048603522,2,0
"47",1,25,"A","hypermarket","z",47.7257689204998,12.9473980274653,1,0
"48",1,152,"E","hypermarket","z",31.7350695224013,18.1431037645115,2,0
"49",2,191,"D","supermarket","z",48.7278479500674,37.1868377794729,1,0
"50",2,155,"A","hypermarket","z",27.4928487057332,22.2742475076045,2,0
"51",2,237,"D","hypermarket","z",48.1534881878179,3.40098319633586,1,0
"52",2,139,"A","hypermarket","z",28.1148401834071,17.2292052284605,2,0
"53",2,152,"C","hypermarket","z",16.0474336228799,1.85776713573053,2,0
"54",2,228,"A","hypermarket","z",44.4864646426868,34.2460216106141,1,0
"55",2,22,"E","convenience","z",38.3096797659528,17.526410290073,2,0
"56",2,136,"C","supermarket","z",28.414459170308,1.57518926062725,2,0
"57",2,237,"E","supermarket","z",16.5939285128843,3.04195379397571,2,0
"58",2,187,"A","hypermarket","z",58.8689308566973,36.529177157706,1,0
"59",2,22,"A","convenience","z",38.344341753982,2.52003785438177,2,0
"60",2,30,"E","supermarket","z",16.1929311195854,6.67871144352793,2,0
"61",2,219,"B","supermarket","z",38.3594235847704,32.0504983653844,2,0
"62",2,114,"B","hypermarket","z",43.9507367368788,0.748279159768595,1,0
"63",2,30,"B","supermarket","z",21.4593824080657,1.26510689749069,2,0
"64",2,255,"C","convenience","z",18.0473756999709,0.400078734327666,2,0
"65",2,194,"A","hypermarket","z",20.4947811621241,3.47384700812506,2,0
"66",2,119,"D","hypermarket","z",32.2766202839557,9.86835888415432,2,0
"67",2,54,"B","hypermarket","z",30.8364103850909,11.089774433767,2,0
"68",2,261,"E","convenience","z",35.3226268733852,17.8449999378107,2,0
"69",2,227,"A","hypermarket","z",26.6763913747855,14.2303553043588,2,0
"70",2,274,"A","supermarket","z",33.8258513761684,12.4188490067806,2,0
"71",2,61,"B","hypermarket","z",47.1615693240892,38.9412807635386,1,0
"72",2,31,"C","hypermarket","z",16.5331871551462,1.70840543715748,2,0
"73",2,293,"E","supermarket","z",44.9537264183164,4.26126601251342,1,0
"74",2,297,"A","convenience","z",34.5232274278533,6.32135983578182,2,0
"75",2,66,"B","hypermarket","z",57.7480161690619,49.9828000467282,1,0
"76",2,277,"C","supermarket","z",33.2995738147292,12.6216106658217,2,0
"77",2,151,"E","convenience","z",41.260169246234,35.9799749833043,1,0
"78",2,146,"E","hypermarket","z",37.1501349925529,17.6542874599603,2,0
"79",2,278,"A","convenience","z",15.213430254953,9.14970601180959,2,0
"80",2,238,"D","supermarket","z",25.4222212848254,11.5220665017866,2,0
"81",2,298,"C","convenience","z",54.4153096829541,37.8136798720946,1,0
"82",2,107,"E","convenience","z",20.3062243096065,8.74927909464392,2,0
"83",2,74,"B","supermarket","z",17.7117741247639,10.9268238950911,2,0
"84",2,57,"E","convenience","z",28.8488027290441,5.37612702920722,2,0
"85",2,287,"E","supermarket","z",20.895655027125,11.0752784338772,2,0
"86",2,19,"C","hypermarket","z",19.4297941680998,2.14216622386481,2,0
"87",2,238,"E","hypermarket","z",36.3916264940053,6.95911247705595,2,0
"88",2,60,"A","hypermarket","z",18.3216573251411,2.35054474743329,2,0
"89",2,14,"C","convenience","z",44.0829138387926,38.123281172064,1,0
"90",2,8,"A","convenience","z",25.2700388431549,8.96386876229138,2,0
"91",2,249,"E","supermarket","z",47.6948861544952,33.3776577916862,1,0
"92",2,54,"C","supermarket","z",48.2815346983261,26.9812758888501,1,0
"93",2,177,"A","convenience","z",29.8541521572042,21.7207669387199,2,0
"94",2,43,"B","supermarket","z",58.6965266964398,43.11807788769,1,0
"95",2,243,"D","supermarket","z",56.894042424392,21.7353868018275,1,0
"96",2,255,"D","supermarket","z",45.2684825879987,14.5609483847788,1,0
"97",2,57,"A","convenience","z",48.6580386303831,20.698655347503,1,0
"98",2,86,"E","convenience","z",39.3920429586433,22.2346541922271,2,0
"99",2,89,"C","convenience","z",58.5320805036463,35.6224713772737,1,0
"100",2,148,"A","convenience","z",47.4985259911045,41.6554164471688,1,0
"101",2,11,"C","hypermarket","z",43.9566508086864,19.6384336782882,1,0
"102",2,39,"D","convenience","z",45.0496094394475,18.3666297326189,1,0
"103",2,248,"A","hypermarket","z",53.4975342638791,46.4360940061299,1,0
"104",2,233,"C","convenience","z",46.181829177076,39.3127838701452,1,0
"105",2,234,"C","convenience","z",53.2009407144506,35.7381074815583,1,0
"106",2,265,"A","hypermarket","z",55.4387443768792,37.0197717325694,1,0
"107",2,209,"E","supermarket","z",18.7423289101571,12.6946456628801,2,0
"108",3,64,"E","convenience","z",42.0259829820134,22.128175332963,1,0
"109",3,90,"C","convenience","z",52.8263175662141,23.3103726330875,1,0
"110",3,208,"A","hypermarket","z",45.5232911347412,5.95663645653842,1,0
"111",3,137,"E","convenience","z",31.0646817320958,20.9011754993253,2,0
"112",3,199,"D","hypermarket","z",49.2135562410112,26.6709907720229,1,0
"113",3,69,"E","supermarket","z",38.4351051191334,3.06631302666422,2,0
"114",3,168,"B","supermarket","z",21.8404186761472,11.3525002182081,2,0
"115",3,12,"D","convenience","z",32.6296385528985,23.8972966977307,2,0
"116",3,246,"C","hypermarket","z",58.9782506972551,15.9919568812807,1,0
"117",3,240,"D","convenience","z",58.1538633001037,5.17037774186601,1,0
"118",3,112,"E","hypermarket","z",19.9122282885946,5.29686003970233,2,0
"119",3,254,"B","convenience","z",38.7181099061854,10.274346630581,2,0
"120",3,188,"D","hypermarket","z",31.2776852957904,7.0993591605555,2,0
"121",3,153,"A","supermarket","z",25.4127850744408,6.93596708468161,2,0
"122",3,84,"C","convenience","z",25.2284570911434,4.95383752494696,2,0
"123",3,166,"E","supermarket","z",35.098187145777,22.1833499971443,2,0
"124",3,1,"D","convenience","z",22.327349394327,5.67360780177749,2,0
"125",3,161,"D","supermarket","z",48.3562868158333,25.2136255964581,1,0
"126",3,33,"D","convenience","z",39.3148205475882,34.2664696625027,2,0
"127",3,228,"B","supermarket","z",20.991104892455,12.8591480842101,2,0
"128",3,63,"E","supermarket","z",42.8929385449737,31.2446399909271,1,0
"129",3,201,"A","supermarket","z",47.5849886226933,30.7096186153221,1,0
"130",3,80,"D","supermarket","z",47.0449917402584,9.65462000065412,1,0
"131",3,75,"D","convenience","z",53.166942007374,25.9598355149851,1,0
"132",3,213,"D","hypermarket","z",20.3351035283413,4.42113412507149,2,0
"133",3,66,"A","convenience","z",54.5879318250809,23.8695765668116,1,0
"134",3,221,"D","hypermarket","z",45.0761054526083,18.5245213579151,1,0
"135",3,261,"B","convenience","z",17.2682643262669,3.73082471103983,2,0
"136",3,243,"D","supermarket","z",38.6880423536059,29.0292089960596,2,0
"137",3,278,"C","supermarket","z",23.0488866381347,6.12771287202579,2,0
"138",3,119,"C","supermarket","z",40.2131175342947,16.95631101925,1,0
"139",3,76,"C","supermarket","z",34.5258957019541,7.5966311919876,2,0
"140",3,283,"A","supermarket","z",37.2560944966972,15.0954733680845,2,0
"141",3,187,"D","convenience","z",30.7067480322439,18.9937007954174,2,0
"142",3,82,"B","convenience","z",41.2847260117996,14.0391842173364,1,0
"143",3,114,"A","hypermarket","z",37.6273550349288,20.469752765744,2,0
"144",3,292,"D","hypermarket","z",28.8237585872412,20.7041325096882,2,0
"145",3,147,"D","hypermarket","z",24.089667617809,7.77410873725833,2,0
"146",3,137,"E","convenience","z",19.6903666772414,4.29263294318548,2,0
"147",3,34,"A","hypermarket","z",16.694289377192,5.01824439593705,2,0
"148",3,106,"D","convenience","z",33.1683122680988,3.19154624728276,2,0
"149",3,290,"B","convenience","z",41.6906896198634,27.0777772190679,1,0
"150",3,132,"A","convenience","z",58.2461387396324,41.9039412027457,1,0
"151",3,27,"E","convenience","z",19.0739825670607,10.7263019700037,2,0
"152",3,243,"E","convenience","z",50.8346258592792,43.9573356768588,1,0
"153",3,216,"A","supermarket","z",15.2450086246245,0.020674162622487,2,0
"154",3,235,"B","supermarket","z",39.5972259656992,24.6801520300682,2,0
"155",3,101,"A","convenience","z",35.1168141548987,15.6918091370359,2,0
"156",3,90,"C","supermarket","z",15.7555213035084,5.0811630034643,2,0
"157",3,31,"E","convenience","z",29.8442794487346,14.9101734803053,2,0
"158",4,274,"B","hypermarket","z",31.9326667184941,1.16978494603316,2,1
"159",4,227,"A","convenience","z",48.5013262624852,29.5425708385856,1,1
"160",4,84,"C","supermarket","z",41.5987429604866,20.2154972978658,1,1
"161",4,264,"A","hypermarket","z",33.6380661511794,10.4737072563419,2,1
"162",4,30,"E","supermarket","z",30.5786257178988,1.33198018257007,2,1
"163",4,111,"D","convenience","z",53.009342540754,21.3841475695948,1,1
"164",4,193,"B","hypermarket","z",33.7769849330653,7.92073970775753,2,1
"165",4,289,"E","hypermarket","z",25.7736643741373,14.5785421700353,2,1
"166",4,7,"C","hypermarket","z",16.3258182106074,3.88819802099475,2,1
"167",4,23,"D","supermarket","z",46.5013902203646,27.5930702078796,1,1
"168",4,275,"D","supermarket","z",54.3187416088767,39.9572758516056,1,1
"169",4,69,"B","hypermarket","z",35.5731230881065,5.57401086989439,2,1
"170",4,119,"E","supermarket","z",26.0264495923184,3.67986989083075,2,1
"171",4,254,"B","convenience","z",53.1506135151722,29.9430739453912,1,1
"172",4,275,"A","supermarket","z",59.8421246325597,23.4285231097031,1,1
"173",4,94,"D","hypermarket","z",52.5521569442935,43.3478918610257,1,1
"174",4,260,"E","supermarket","z",22.3647237033583,14.2444564947067,2,1
"175",4,220,"A","supermarket","z",31.1892695445567,14.5709813884839,2,1
"176",4,82,"B","hypermarket","z",49.6809928317089,2.98503176796987,1,1
"177",4,6,"E","hypermarket","z",38.0862353998236,4.48646255729115,2,1
"178",4,257,"B","convenience","z",38.4842397726607,4.47728287680279,2,1
"179",4,69,"A","convenience","z",56.0112774395384,36.2460386209993,1,1
"180",4,168,"A","hypermarket","z",35.7983545807656,15.089620298511,2,1
"181",4,256,"D","hypermarket","z",57.2448682179675,18.743469932073,1,1
"182",4,122,"B","hypermarket","z",26.6125617781654,12.0234044013284,2,1
"183",4,255,"E","convenience","z",48.5520029137842,6.10909080285179,1,1
"184",4,7,"B","convenience","z",36.2957509118132,21.564937536465,2,1
"185",4,182,"D","convenience","z",38.3377850730903,15.1704095039664,2,1
"186",4,291,"D","supermarket","z",27.4067351489794,13.7374000959087,2,1
"187",4,112,"B","convenience","z",30.8422186144162,5.48395841619039,2,1
"188",4,92,"A","hypermarket","z",30.6942032882944,23.1579533133732,2,1
"189",4,164,"A","supermarket","z",20.1938002207316,1.92697339498708,2,1
"190",4,26,"D","hypermarket","z",31.1900899023749,16.277518554372,2,1
"191",4,223,"A","convenience","z",57.7921507344581,6.58306163821834,1,1
"192",4,87,"E","hypermarket","z",35.7756281399634,4.21796600533902,2,1
"193",4,207,"D","supermarket","z",51.6769281390589,21.3563654321483,1,1
"194",4,97,"C","convenience","z",29.5154863153584,13.748445640955,2,1
"195",4,30,"E","hypermarket","z",57.2997959086206,0.916329015873814,1,1
"196",4,118,"A","hypermarket","z",30.2431270515081,21.4044802903067,2,1
"197",4,66,"D","convenience","z",59.6808366046753,45.3200571275075,1,1
"198",4,171,"A","hypermarket","z",47.8234074579086,2.54310684876509,1,1
"199",4,118,"C","supermarket","z",36.4192267809995,5.44455831489558,2,1
"200",4,181,"B","hypermarket","z",47.976456284523,1.1813550213613,1,1
"201",4,94,"D","hypermarket","z",26.4243538537994,19.1117105407059,2,1
"202",4,46,"D","hypermarket","z",18.6905889410991,9.10127903452405,2,1
"203",4,234,"E","hypermarket","z",31.5512400108855,13.5944032288137,2,1
"204",4,264,"C","convenience","z",18.5575463343412,13.3640449150352,2,1
"205",4,32,"D","hypermarket","z",16.6097368032206,1.89251805005484,2,1
"206",4,78,"C","convenience","z",41.380456314655,28.1788039093757,1,1
"207",4,26,"E","hypermarket","z",46.7206457618158,24.7374522079796,1,1
"208",4,242,"C","hypermarket","z",32.8103033720981,27.5615076676243,2,1
"209",4,118,"E","hypermarket","z",53.8688142586034,8.51156374653647,1,1
"210",4,187,"A","supermarket","z",46.2650502333418,24.3695485435733,1,1
"211",4,288,"D","convenience","z",59.6498384617735,26.512968297731,1,1
"212",4,88,"C","hypermarket","z",26.9759718573187,10.6607537303701,2,1
"213",4,183,"E","hypermarket","z",37.1057222736999,15.8190182437924,2,1
"214",4,110,"B","convenience","z",25.099929459393,9.80665342746581,2,1
"215",4,113,"C","supermarket","z",17.9645746713504,8.4761900977202,2,1
"216",5,44,"E","hypermarket","z",59.2862852930557,48.9827392024089,1,1
"217",5,64,"B","hypermarket","z",33.2708521024324,23.1808899089719,2,1
"218",5,81,"D","convenience","z",54.8264601279516,8.68064644630536,1,1
"219",5,254,"D","hypermarket","z",33.2308095193002,6.99742086057777,2,1
"220",5,247,"A","hypermarket","z",42.481948393397,25.1522453159793,1,1
"221",5,140,"A","supermarket","z",18.2948502595536,4.65509754744329,2,1
"222",5,38,"E","supermarket","z",17.870303458767,11.2724006886827,2,1
"223",5,75,"E","hypermarket","z",20.1480599970091,14.0062542361454,2,1
"224",5,272,"A","convenience","z",15.5746738426387,4.835470987671,2,1
"225",5,247,"A","supermarket","z",31.3096985185985,20.6573369036934,2,1
"226",5,124,"E","convenience","z",33.3573593257461,12.4449283652307,2,1
"227",5,49,"E","hypermarket","z",57.2280210535973,2.7167863545845,1,1
"228",5,146,"B","convenience","z",49.8439889447764,13.4416139013676,1,1
"229",5,49,"B","supermarket","z",20.515547809191,13.5248858445231,2,1
"230",5,171,"C","supermarket","z",23.6957498209085,15.1445111990702,2,1
"231",5,130,"B","supermarket","z",21.4797114569228,11.5228711237091,2,1
"232",5,284,"C","supermarket","z",20.063091450138,5.04452024929206,2,1
"233",5,135,"E","hypermarket","z",46.8237068143208,1.90327341505965,1,1
"234",5,265,"E","hypermarket","z",52.0051514497027,41.7474000282315,1,1
"235",5,34,"E","hypermarket","z",20.3908290818799,7.0000347244774,2,1
"236",5,66,"D","hypermarket","z",20.397715496365,1.35652381859237,2,1
"237",5,88,"B","hypermarket","z",47.7000101271551,14.2107558040876,1,1
"238",5,81,"B","supermarket","z",34.6379425318446,7.47546202406071,2,1
"239",5,236,"A","hypermarket","z",54.6006233152002,26.5798989814069,1,1
"240",5,228,"D","hypermarket","z",48.159541147761,9.89315044155292,1,1
"241",5,164,"C","supermarket","z",44.7385263245087,25.7396640655014,1,1
"242",5,21,"D","supermarket","z",28.1921645498369,19.9219057045331,2,1
"243",5,77,"E","supermarket","z",53.6563605896663,5.23173656985953,1,1
"244",5,283,"D","hypermarket","z",33.4922747011296,9.66205618668638,2,1
"245",5,77,"E","hypermarket","z",40.2878879138734,26.6875729822751,1,1
"246",5,16,"D","supermarket","z",39.5948756905273,32.8170251524253,2,1
"247",5,226,"D","convenience","z",21.7756050964817,1.7457976500396,2,1
"248",5,68,"D","convenience","z",50.1400390744675,18.0878640311657,1,1
"249",5,204,"B","supermarket","z",39.6444413939025,28.4719191356601,2,1
"250",5,173,"B","convenience","z",29.1627381008584,10.3047473013707,2,1
"251",5,118,"A","hypermarket","z",35.5045329371933,8.33762809692238,2,1
"252",5,187,"B","hypermarket","z",20.7769218168687,8.57087623212237,2,1
"253",6,118,"D","convenience","z",51.2642589036841,43.7941635861948,1,0
"254",6,119,"A","convenience","z",29.8091382149141,20.9070648085368,2,0
"255",6,152,"D","convenience","z",58.8948096893728,1.37755262706563,1,0
"256",6,139,"A","convenience","z",30.9152721916325,3.8312162427265,2,0
"257",6,218,"A","supermarket","z",19.1070135415066,9.83275769329593,2,0
"258",6,2,"D","hypermarket","z",26.5459930384532,8.53118149475423,2,0
"259",6,246,"A","convenience","z",31.4922471600585,7.56773289403226,2,0
"260",6,217,"E","hypermarket","z",16.9799154053908,6.32642614656755,2,0
"261",6,242,"A","convenience","z",17.7681035420392,7.14882609101651,2,0
"262",6,285,"E","convenience","z",55.4100102279335,41.2910336935889,1,0
"263",6,147,"B","hypermarket","z",46.1920131160878,23.2014720478508,1,0
"264",6,275,"D","hypermarket","z",29.26044478314,12.3476506890814,2,0
"265",6,203,"B","convenience","z",16.9119601207785,4.71221137435928,2,0
"266",6,74,"A","supermarket","z",19.4000528077595,9.2864243913323,2,0
"267",6,178,"A","hypermarket","z",59.3646629189607,0.690336910418833,1,0
"268",6,62,"B","convenience","z",58.1085176125634,50.6106095771595,1,0
"269",6,291,"B","convenience","z",17.5432105944492,0.238212353122072,2,0
"270",6,219,"A","convenience","z",30.1496090681758,22.186450494729,2,0
"271",6,161,"C","hypermarket","z",40.3385373868514,34.3584516193026,1,0
"272",6,105,"A","convenience","z",24.0239274920896,10.3822148286356,2,0
"273",6,96,"B","hypermarket","z",20.7979852461722,13.8834558014982,2,0
"274",6,198,"C","hypermarket","z",40.3503468283452,31.9091582414715,1,0
"275",6,241,"C","hypermarket","z",25.7166568923276,1.64093824498921,2,0
"276",6,33,"D","supermarket","z",48.0733259394765,1.53860341393183,1,0
"277",6,173,"A","hypermarket","z",59.2765352223068,52.2505599743944,1,0
"278",6,266,"E","supermarket","z",52.7353551518172,26.5706053020062,1,0
"279",6,212,"C","supermarket","z",47.6732172898483,1.14745778914455,1,0
"280",6,20,"B","supermarket","z",43.3140614745207,15.7606114169357,1,0
"281",6,67,"D","supermarket","z",27.5434054329526,7.74623979502479,2,0
"282",6,141,"D","supermarket","z",59.4627801468596,37.9894923990115,1,0
"283",6,268,"E","supermarket","z",35.7668682548683,1.48483006738673,2,0
"284",6,5,"E","supermarket","z",30.7923823432066,18.6059400691271,2,0
"285",6,297,"C","convenience","z",50.1660788292065,41.1319157343534,1,0
"286",6,240,"A","convenience","z",22.3399727814831,1.53595068611825,2,0
"287",6,40,"C","hypermarket","z",29.3676677648909,6.21072381992166,2,0
"288",6,83,"E","supermarket","z",16.9384342466947,1.06400782032195,2,0
"289",6,46,"D","convenience","z",53.5388658894226,11.7690439097908,1,0
"290",6,134,"D","hypermarket","z",27.5461902050301,11.952547529218,2,0
"291",6,206,"A","hypermarket","z",51.6270567476749,8.81475275360583,1,0
"292",6,69,"C","supermarket","z",32.6749574497808,26.6325542433462,2,0
"293",6,81,"B","supermarket","z",39.9252834508661,13.7214322681245,2,0
"294",6,253,"D","supermarket","z",22.033587807091,9.87251835471609,2,0
"295",6,205,"E","convenience","z",23.1569637462962,13.9532411716755,2,0
"296",6,114,"D","hypermarket","z",55.7161666592583,40.9531686815507,1,0
"297",6,181,"C","hypermarket","z",39.5634612708818,31.0500035230143,2,0
"298",6,72,"B","supermarket","z",45.4647597600706,37.0562715669974,1,0
"299",6,248,"C","supermarket","z",18.7180248904042,11.2838972602975,2,0
"300",7,74,"E","hypermarket","z",36.9400202622637,22.4128781176726,2,0
"301",7,102,"B","hypermarket","z",50.6928333942778,21.0662732913324,1,0
"302",7,113,"C","supermarket","z",58.9629546669312,45.2379807548071,1,0
"303",7,125,"E","convenience","z",29.7653278824873,7.68803477569968,2,0
"304",7,225,"D","supermarket","z",31.701078977203,8.44964954669705,2,0
"305",7,280,"D","supermarket","z",16.4137555123307,6.80443593413334,2,0
"306",7,121,"A","supermarket","z",35.3994079981931,19.8243459870597,2,0
"307",7,298,"E","hypermarket","z",29.9720423156396,22.9495836000374,2,0
"308",7,1,"A","hypermarket","z",51.2272336380556,11.7205736301238,1,0
"309",7,231,"B","convenience","z",18.6250578286126,8.89699840587446,2,0
"310",7,124,"A","supermarket","z",58.4448712226003,12.4588526441125,1,0
"311",7,175,"E","hypermarket","z",49.5167651341762,15.5533276859257,1,0
"312",7,1,"B","convenience","z",18.9171417464968,4.83066457070456,2,0
"313",7,102,"A","hypermarket","z",59.0658107504714,2.74304377805175,1,0
"314",7,14,"C","convenience","z",44.2163628840353,35.7305368862461,1,0
"315",7,45,"B","hypermarket","z",56.9727940822486,44.0081041234906,1,0
"316",7,204,"A","convenience","z",32.0284144347534,3.902628141962,2,0
"317",7,241,"B","hypermarket","z",55.867865444161,2.91672538954872,1,0
"318",7,24,"B","supermarket","z",22.6440471585374,5.3166018047004,2,0
"319",7,11,"E","convenience","z",47.3405035212636,4.10254552763925,1,0
"320",7,120,"B","supermarket","z",56.7500425432809,9.69431787135548,1,0
"321",7,254,"A","supermarket","z",47.3505370679777,15.2604300216439,1,0
"322",7,27,"E","supermarket","z",58.5168496950064,46.450938851645,1,0
"323",7,160,"E","supermarket","z",55.5164469347801,41.6175700514311,1,0
"324",7,251,"A","supermarket","z",45.0821781833656,34.2348920695112,1,0
"325",7,246,"A","convenience","z",42.2090671223123,19.685626565101,1,0
"326",7,269,"A","convenience","z",28.0794100777712,5.13751018181478,2,0
"327",7,90,"D","hypermarket","z",35.6483098911121,13.9467403361608,2,0
"328",7,124,"C","supermarket","z",39.0314943669364,3.67263277601562,2,0
"329",7,37,"D","supermarket","z",55.3716424747836,16.5430867881332,1,0
"330",7,207,"B","supermarket","z",33.7344932835549,19.69666463303,2,0
"331",7,108,"D","supermarket","z",35.4599130176939,16.6016682804109,2,0
"332",7,50,"A","hypermarket","z",45.9524438541848,25.2524790444515,1,0
"333",7,137,"A","convenience","z",45.4689728817903,32.3315252669578,1,0
"334",7,227,"B","convenience","z",53.8802181102801,12.7495967065791,1,0
"335",7,205,"D","supermarket","z",31.3615020853467,15.018149348994,2,0
"336",7,282,"C","hypermarket","z",25.1664450473618,19.8045048569151,2,0
"337",7,95,"B","hypermarket","z",40.3150438552257,18.9254339771279,1,0
"338",7,230,"E","hypermarket","z",33.2560406404082,5.23929948227925,2,0
"339",7,123,"E","supermarket","z",25.3372840234078,18.0426556362092,2,0
"340",7,21,"B","convenience","z",58.9783257467207,49.1853059099395,1,0
"341",7,161,"B","supermarket","z",52.2029334772378,36.6142328173313,1,0
"342",7,190,"A","supermarket","z",45.3629518125672,17.0580650507749,1,0
"343",7,120,"B","hypermarket","z",33.4138671727851,15.4642979383602,2,0
"344",7,258,"E","convenience","z",36.8104299833067,14.6062890284802,2,0
"345",7,34,"C","hypermarket","z",22.0467112585902,11.5526786972361,2,0
"346",7,67,"A","hypermarket","z",25.8733577141538,8.67173345495124,2,0
"347",7,40,"A","hypermarket","z",47.4684407212771,18.6249944319973,1,0
"348",7,127,"E","hypermarket","z",36.4494745130651,10.7530072588292,2,0
"349",7,155,"B","supermarket","z",36.4377241849434,15.1396871725262,2,0
"350",7,290,"A","hypermarket","z",23.5624276148155,1.77309763711876,2,0
"351",7,264,"E","convenience","z",36.4794962061569,30.6958412363178,2,0
"352",7,285,"D","hypermarket","z",35.1904896483757,19.6856719041882,2,0
"353",8,278,"C","supermarket","z",40.3584727481939,17.7983138077829,1,0
"354",8,214,"E","convenience","z",34.9178525211755,29.2811850444222,2,0
"355",8,17,"E","hypermarket","z",52.4841965467203,2.28273862818897,1,0
"356",8,215,"C","convenience","z",36.6302944393829,23.1213771693482,2,0
"357",8,92,"A","convenience","z",32.0101889187936,10.7677040028189,2,0
"358",8,168,"A","hypermarket","z",25.0295277906116,4.02461273296671,2,0
"359",8,129,"B","supermarket","z",47.5869698950555,40.7288617985261,1,0
"360",8,47,"B","supermarket","z",48.6449988093227,11.8331353495414,1,0
"361",8,131,"C","convenience","z",40.3718482644763,15.7031757897711,1,0
"362",8,220,"A","supermarket","z",39.8374357202556,30.968299286943,2,0
"363",8,168,"E","convenience","z",16.4375920838211,3.6449975689481,2,0
"364",8,84,"E","hypermarket","z",21.315346872434,1.18286257242916,2,0
"365",8,69,"E","hypermarket","z",54.9032048857771,33.0581701984051,1,0
"366",8,185,"E","hypermarket","z",39.7948028147221,2.86113421909166,2,0
"367",8,165,"D","hypermarket","z",47.7350415999535,33.268789537795,1,0
"368",8,279,"C","hypermarket","z",29.8653469851706,11.7645156260314,2,0
"369",8,236,"E","hypermarket","z",57.9417621321045,17.8254779903556,1,0
"370",8,176,"A","hypermarket","z",27.2481450776104,9.43474222073367,2,0
"371",8,224,"E","hypermarket","z",19.03062335914,6.17157693377086,2,0
"372",8,188,"E","supermarket","z",38.825745707145,2.95407237975444,2,0
"373",8,205,"A","supermarket","z",55.937861764105,18.3977192292201,1,0
"374",8,174,"C","convenience","z",21.7785307264421,15.2072384122436,2,0
"375",8,131,"C","convenience","z",21.1957488383632,2.83464350024274,2,0
"376",8,110,"D","supermarket","z",24.0998214657884,9.42731369752222,2,0
"377",8,49,"B","hypermarket","z",33.9193932688795,9.50354950964736,2,0
